"PROVIDER_NPI","GROUP_NPI","TIN","PROVIDER_LAST_NAME","PROVIDER_FIRST_NAME","PROVIDER_CREDENTIAL","SPECIALTY_CODE","SPECIALTY_DESC","TAXONOMY_CODE","PRIMARY_CARE_FLAG","NETWORK_STATUS","NETWORK_EFFECTIVE_DATE","NETWORK_TERM_DATE","ACCEPTING_NEW_PATIENTS","TELEHEALTH_ENABLED","QUALITY_TIER","PRACTICE_ADDRESS_LINE1","PRACTICE_CITY","PRACTICE_STATE","PRACTICE_ZIP","PRACTICE_COUNTY_CODE","PRACTICE_LATITUDE","PRACTICE_LONGITUDE","PRACTICE_PHONE","CREDENTIAL_STATUS","CREDENTIAL_EXPIRY_DATE","BOARD_CERTIFIED","MALPRACTICE_FLAG","CLAIM_VOLUME_30D","RISK_FLAG_VOLUME_30D","AVG_RISK_SCORE_PANEL","_SOURCE_SYSTEM","_LOADED_AT","_RECORD_HASH"
"1247038561","2696464195","930825510","Gomez","Elizabeth","NP","66","Rheumatology","254638447X","FALSE","IN_NETWORK","2021-11-15","","TRUE","TRUE","TIER_2","049 Bell Ports Apt. 273","San Jose","CA","93701","06085","37.4109641","-122.3660456","158-514-9368","ACTIVE","2027-06-07","FALSE","FALSE","182","3","2.6309","CAQH_PROVIEW","2026-09-15 10:31:41","e356830df6445d8fdf546d10333f813ac2e4f8a899607d0d25fb55ddd480b24c"
"1850241428","2941623880","758582003","Villegas","Loretta","MD","38","Psychiatry","104664655X","FALSE","IN_NETWORK","2025-07-31","","TRUE","TRUE","TIER_2","402 Park Inlet","San Jose","CA","95128","06085","36.9971304","-121.8698598","550-229-6120","ACTIVE","2026-10-27","TRUE","FALSE","11","3","2.5501","CAQH_PROVIEW","2026-09-15 10:31:41","9e09a55312aa66ff942a051f3d12b31c3b60836556ba4ef99e2af49a1ba5506a"
"1873138581","2584642883","925522076","Davis","Alyssa","DO","90","Nephrology","124632666X","FALSE","IN_NETWORK","2021-10-14","","TRUE","FALSE","TIER_3","7525 Griffith Trail Apt. 022","Sacramento","CA","94123","06085","37.0045928","-121.7472619","901-476-7976","ACTIVE","2028-04-23","TRUE","FALSE","159","25","1.6472","CAQH_PROVIEW","2026-09-15 10:31:41","72e71f1f132a441cdc0471e138807432c0430ac9aaa85137cd0be62a7c1d1c54"
"1894639988","2497790904","650226939","Nelson","Kari","MD","08","Geriatrics","867931864X","FALSE","IN_NETWORK","2025-12-03","","TRUE","TRUE","TIER_2","6149 Rose Inlet","Oakland","CA","95131","06085","37.6767081","-121.900606","036-900-3432","ACTIVE","2027-08-03","FALSE","FALSE","164","23","2.2563","CAQH_PROVIEW","2026-09-15 10:31:41","83bc529e929c84cbf7a247fe79708a0f0c50ea2ea37934c73b726c0fd1e37a40"
"1200482595","2470420116","769723467","Duran","Keith","NP","97","General Practice","860726423X","TRUE","OUT_OF_NETWORK","2022-08-12","","TRUE","FALSE","TIER_2","76226 Vincent Village","San Jose","CA","94118","06085","37.698922","-122.2082265","516-060-7159","ACTIVE","2027-01-02","FALSE","FALSE","248","33","2.1876","CAQH_PROVIEW","2026-09-15 10:31:41","26811df008b0d9da66cee50dce4bab764eff4cfd9d45938a0bdbaaeb2e644c05"
"1719631786","2329326428","554520274","Patterson","Richard","MD","01","Internal Medicine / General Practice","781080247X","FALSE","IN_NETWORK","2022-07-18","","TRUE","TRUE","TIER_2","1605 Laurie River Suite 516","San Jose","CA","95128","06085","37.1849621","-121.9910288","136-968-1645","ACTIVE","2027-10-06","TRUE","FALSE","127","19","1.5536","CAQH_PROVIEW","2026-09-15 10:31:41","4b182563e3acf33ccd1ce0e568250be68af64b0d62b0fd32753360373ee2f2cc"
"1478240172","","684046001","Walker","Kimberly","MD","90","Nephrology","138753165X","FALSE","IN_NETWORK","2025-09-14","","FALSE","FALSE","TIER_1","188 Rebecca Keys","San Jose","CA","95128","06085","37.0818322","-122.3900101","523-124-3292","ACTIVE","2027-09-05","TRUE","FALSE","232","29","2.3177","CAQH_PROVIEW","2026-09-15 10:31:41","831a5019592bcefade719a199e477486392f1ba44832c114fe984985c66f0876"
"1805510612","","655581409","Wolf","Diana","DDS","08","Geriatrics","655510091X","FALSE","IN_NETWORK","2023-11-05","","TRUE","TRUE","TIER_2","779 Maldonado Port","Fresno","CA","95131","06085","36.8934088","-122.1341864","955-271-7744","ACTIVE","2027-01-28","FALSE","FALSE","216","24","1.5086","CAQH_PROVIEW","2026-09-15 10:31:41","d78ec75d106c3bacd45f90c36133649960672eef746df914948a9c0670e2a0c0"
"1721849498","2303572125","474430601","Vargas","Michael","MD","90","Nephrology","678874106X","FALSE","IN_NETWORK","2025-11-02","","TRUE","TRUE","TIER_1","7700 Decker Club","Fresno","CA","94102","06085","37.1328395","-121.5209592","199-867-9807","ACTIVE","2027-09-08","TRUE","FALSE","185","9","1.7545","CAQH_PROVIEW","2026-09-15 10:31:41","9bb93ce441f05b51089ee25b6695da28af6dc7ec057bb1092cf82f9fedc82663"
"1365121603","2602644932","952047789","Stout","Ashley","MD","66","Rheumatology","700820902X","FALSE","OUT_OF_NETWORK","2025-12-21","","TRUE","TRUE","TIER_3","9782 Shannon Valleys","Oakland","CA","95014","06085","36.9592224","-122.0998203","518-203-7788","ACTIVE","2027-03-31","TRUE","FALSE","242","27","1.4838","CAQH_PROVIEW","2026-09-15 10:31:41","40a9c3faff342cfc9a7c6c85add2fe38e496a45d9fd8b77c379b25db326ef509"
"1620633149","2614311438","612583850","Bishop","Michael","MD","97","General Practice","701483985X","TRUE","PREFERRED","2022-08-02","","TRUE","TRUE","TIER_1","6590 Jones Court Suite 449","Oakland","CA","95054","06085","37.0045086","-121.5990499","251-925-4629","ACTIVE","2028-03-25","FALSE","FALSE","212","3","0.8786","CAQH_PROVIEW","2026-09-15 10:31:41","6d491c67a2b3a38f73b8e82823ee25a5b3701eaafe13b5b8f501638d3a148337"
"1235057312","","706700235","Fletcher","Christopher","MD","90","Nephrology","875306346X","FALSE","IN_NETWORK","2026-03-03","","TRUE","FALSE","TIER_1","528 Debbie Manors Suite 054","San Jose","CA","94123","06085","37.7413769","-122.4923459","235-733-2214","ACTIVE","2028-02-05","TRUE","FALSE","147","10","2.6853","CAQH_PROVIEW","2026-09-15 10:31:41","7a0d0e0f18b9d73993829971c7c5cddae55d9886d29c62142cf781124b6f8ba2"
"1951861812","","900587789","Richard","Craig","MD","86","Pulmonary Disease","518690508X","FALSE","IN_NETWORK","2025-02-06","","TRUE","FALSE","TIER_3","592 Moore Falls","San Francisco","CA","95014","06085","36.9402086","-122.3717283","927-065-3794","ACTIVE","2028-03-11","FALSE","FALSE","118","5","0.8368","CAQH_PROVIEW","2026-09-15 10:31:41","b6197dbc9736ec5e17b6a87e3083741778e31aa6949b699b3f8ce9a493131e7e"
"1151593244","","942749688","Goodwin","Kristen","DO","11","Medical Oncology","604283985X","FALSE","PREFERRED","2025-09-08","","FALSE","FALSE","TIER_1","347 Micheal Ports","Fresno","CA","94103","06085","37.1487988","-121.8413532","774-688-6239","ACTIVE","2028-09-08","TRUE","FALSE","244","7","2.0591","CAQH_PROVIEW","2026-09-15 10:31:41","b873ff6462cd9ddb23d523b387df261cb647652116658a5ea182ff9d7ea28fa7"
"1725523560","","605474620","Taylor","John","MD","86","Pulmonary Disease","351823281X","FALSE","IN_NETWORK","2025-02-14","","TRUE","TRUE","TIER_2","8181 Miller Estates Suite 782","San Francisco","CA","95131","06085","37.0959956","-121.8927443","613-750-6068","ACTIVE","2028-01-24","FALSE","FALSE","162","23","0.8504","CAQH_PROVIEW","2026-09-15 10:31:41","f38eb06e12d209ee18f80a93d7752e80da392f277a228f11236039d45715cb2f"
"1984892178","2194750727","822185513","Brooks","Paul","MD","38","Psychiatry","377425603X","FALSE","OUT_OF_NETWORK","2024-11-05","","FALSE","FALSE","TIER_3","3051 Moody Dam","Fresno","CA","94609","06085","37.0002908","-121.8054424","047-277-9010","ACTIVE","2028-01-27","TRUE","FALSE","10","23","2.0945","CAQH_PROVIEW","2026-09-15 10:31:41","a55827bbe48ac705aa27c4d00d3b9fc18ff6cdfb58a99b8296ede90567c790fd"
"1613507099","2526238382","961110278","Scott","Mary","NP","24","Family Practice","262555970X","TRUE","IN_NETWORK","2023-11-12","","TRUE","TRUE","TIER_2","43410 Robert Underpass Suite 117","San Jose","CA","95054","06085","36.8371419","-121.797901","980-893-2460","ACTIVE","2027-01-07","TRUE","FALSE","107","22","1.7892","CAQH_PROVIEW","2026-09-15 10:31:41","9965ba4f588db140e57e984f4430dee41e6e9705f210a5d80a768d3e2f946a16"
"1870697312","","584567759","Mendez","John","MD","24","Family Practice","195840932X","TRUE","IN_NETWORK","2022-11-06","","TRUE","TRUE","TIER_3","18518 Peter Mountains Apt. 654","Fresno","CA","94131","06085","37.1186445","-121.9923999","051-531-9520","ACTIVE","2027-05-11","FALSE","FALSE","125","36","0.71","CAQH_PROVIEW","2026-09-15 10:31:41","74fb4d4f1c4f895ea93f2f9469a40b16c783027dca8f329f2726a9b1ba4fe900"
"1370743043","2322982284","298375408","Bell","Matthew","PA","78","Cardiovascular Disease","631346703X","FALSE","IN_NETWORK","2022-05-01","","TRUE","FALSE","TIER_3","772 Bryan Trail","Fresno","CA","93711","06085","37.6317544","-121.687687","704-303-0548","ACTIVE","2027-08-01","TRUE","FALSE","98","9","2.291","CAQH_PROVIEW","2026-09-15 10:31:41","ef6bc69d40fc32dc5d1e1fa2bf12e16b946084e6ee02bd94ad542c5abd6b84d7"
"1252457406","","940029411","Sanders","Lisa","PA","38","Psychiatry","825099233X","FALSE","IN_NETWORK","2022-07-11","","TRUE","TRUE","TIER_2","0345 Michelle Isle Suite 156","San Francisco","CA","93711","06085","36.9285357","-122.4973863","676-527-7584","ACTIVE","2028-03-08","FALSE","FALSE","27","19","2.033","CAQH_PROVIEW","2026-09-15 10:31:41","642e0a982b524c017b771b5d780e4bbfcecac74a0d1e4a1eb39f1ba40f724dd1"
"1504790266","2883437618","261224814","Owen","Jessica","PA","01","Internal Medicine / General Practice","847403765X","FALSE","IN_NETWORK","2022-02-23","","TRUE","TRUE","TIER_2","9284 Garcia Islands","Fresno","CA","94501","06085","37.6774116","-122.0993556","447-962-7570","ACTIVE","2027-03-10","TRUE","FALSE","221","13","1.3772","CAQH_PROVIEW","2026-09-15 10:31:41","7d87536d9836514a63a774340d53051e90828264ec2e76a615a4e6991d7db233"
"1865329199","2222361528","980737473","Acosta","Rhonda","MD","24","Family Practice","432562086X","TRUE","PREFERRED","2023-03-27","","FALSE","TRUE","TIER_1","0165 Stephanie Divide Suite 021","San Jose","CA","94609","06085","37.3886443","-122.4340335","355-690-9275","ACTIVE","2028-04-05","TRUE","FALSE","90","17","0.6483","CAQH_PROVIEW","2026-09-15 10:31:41","cbef86967212ac8f49074ba6139284d7a591aae929d45d34b0ef26d8c4c4eaf8"
"1683852627","2360319583","648270215","Watson","Kathryn","MD","97","General Practice","673152204X","TRUE","PREFERRED","2022-08-11","","TRUE","FALSE","TIER_2","565 Wright Crescent","San Francisco","CA","93720","06085","37.0206251","-122.0565185","027-868-1447","ACTIVE","2027-07-10","TRUE","FALSE","40","8","2.0511","CAQH_PROVIEW","2026-09-15 10:31:41","f2287144ee4b7d3cc9626f3d35c29b0156e9655cd8bc951d1cc53fdf58bcc1ef"
"1560731187","2870740196","436532420","Lewis","Cheryl","MD","90","Nephrology","989282376X","FALSE","IN_NETWORK","2025-09-20","","TRUE","TRUE","TIER_3","12172 Osborn Valleys Suite 518","Sacramento","CA","93727","06085","37.2579985","-122.4962541","844-225-8313","ACTIVE","2027-07-04","FALSE","FALSE","247","13","2.051","CAQH_PROVIEW","2026-09-15 10:31:41","0602d9e2b0f30029606676847bee0d5713b25965d6fff98660b2f1d7e758c6bb"
"1896374831","2233994371","531168543","Conner","Joel","MD","24","Family Practice","553323855X","TRUE","IN_NETWORK","2022-10-25","","TRUE","FALSE","TIER_2","58957 Cheryl Corners Apt. 467","Oakland","CA","95014","06085","37.778732","-122.4053355","866-912-5177","ACTIVE","2028-03-13","TRUE","FALSE","170","1","2.2422","CAQH_PROVIEW","2026-09-15 10:31:41","b436f675dfa834dbba382c351391a294ac7ae4a3771733b4adf11b8409a2d5d4"
"1211503589","","639339766","Frazier","Melvin","PA","78","Cardiovascular Disease","564331274X","FALSE","PREFERRED","2023-02-28","","TRUE","FALSE","TIER_2","68018 Kevin Estates","Oakland","CA","94121","06085","37.458202","-121.9573072","535-841-4384","ACTIVE","2027-11-26","FALSE","FALSE","11","5","2.176","CAQH_PROVIEW","2026-09-15 10:31:41","ee8ad8c985b87d12514af05bf099eb7a73455840a5ddcfe5d26114a8fb43af31"
"1525751796","2838505209","409074965","Martinez","Kevin","MD","11","Medical Oncology","526363607X","FALSE","IN_NETWORK","2025-09-25","","FALSE","FALSE","TIER_2","299 George Road","Oakland","CA","94577","06085","37.6308025","-121.9851213","959-001-0943","ACTIVE","2028-01-12","TRUE","FALSE","48","11","1.7657","CAQH_PROVIEW","2026-09-15 10:31:41","16735d116e5f302a2732e5304644622f3f49bf74015d353e1fe3dda533bb3708"
"1788079363","2447311290","566573742","Wang","Robert","DO","97","General Practice","615688401X","TRUE","IN_NETWORK","2023-08-10","","TRUE","TRUE","TIER_2","8447 Linda Spur","Sacramento","CA","94131","06085","37.6084235","-121.9343994","647-102-7677","ACTIVE","2028-06-03","FALSE","TRUE","219","31","1.3744","CAQH_PROVIEW","2026-09-15 10:31:41","a226378522c47251d4a1789ab6d927e9e2e8984f6b94ef019962a11b3ef3104e"
"1126776473","2930224364","673323381","Harris","Catherine","MD","90","Nephrology","938279315X","FALSE","PREFERRED","2024-01-16","","TRUE","TRUE","TIER_3","556 Kathleen Passage Apt. 537","San Jose","CA","94115","06085","37.718456","-121.5588096","147-321-0469","ACTIVE","2026-11-14","TRUE","FALSE","151","4","2.6928","CAQH_PROVIEW","2026-09-15 10:31:41","b7e4fa804561ddd0eecc1c056ca7e60a83135de9db7200d5b89f0bf8900a5095"
"1249330768","","764339511","Barnes","Sydney","MD","97","General Practice","160218084X","TRUE","OUT_OF_NETWORK","2022-07-24","","TRUE","TRUE","TIER_3","9532 Ferrell Mountain","Sacramento","CA","95148","06085","36.8802788","-122.3858492","747-016-8733","ACTIVE","2028-04-12","FALSE","FALSE","52","16","1.1205","CAQH_PROVIEW","2026-09-15 10:31:41","e1f054f11782b3d9a7551002dc4fd0248ae1e712394fb36f12a3ea740d6b7afd"
"1855920690","2310643394","219346520","Aguilar","Brandon","MD","11","Medical Oncology","884998043X","FALSE","IN_NETWORK","2025-05-16","","TRUE","TRUE","TIER_2","9748 Melanie Meadows Apt. 456","Sacramento","CA","93701","06085","37.0329145","-122.4833397","506-098-3584","ACTIVE","2026-12-04","FALSE","FALSE","105","40","0.5831","CAQH_PROVIEW","2026-09-15 10:31:41","0194887b11e4cd995ebd183cd59d8b0dcb8c1cacb6fe8d83f8ce6acd628422cb"
"1395533528","2981370046","327846391","Jones","William","DO","11","Medical Oncology","116833364X","FALSE","IN_NETWORK","2024-01-22","","TRUE","TRUE","TIER_3","912 Phillip Underpass Suite 852","Fresno","CA","94122","06085","37.0270619","-122.3109674","398-680-0025","ACTIVE","2027-04-18","TRUE","FALSE","168","12","0.5456","CAQH_PROVIEW","2026-09-15 10:31:41","46aa27191b26b853c33aa7f3869302552dd308c37871642c14f1ed2aea039d32"
"1246137875","","881886552","Brock","April","MD","38","Psychiatry","126717496X","FALSE","PREFERRED","2022-04-21","","FALSE","TRUE","TIER_3","825 Martin Ridges","San Francisco","CA","95148","06085","37.16348","-122.0304265","495-888-7947","ACTIVE","2028-05-24","FALSE","FALSE","211","17","1.2017","CAQH_PROVIEW","2026-09-15 10:31:41","bfad33201b72926f9fa18fc9cf6657cb478831559cf329c218a7a6a7094bf20e"
"1812261598","2426341155","471819915","Cabrera","Micheal","PA","97","General Practice","335009665X","TRUE","IN_NETWORK","2024-10-15","","TRUE","TRUE","TIER_2","9409 Baker Shoal","Fresno","CA","94578","06085","37.7032181","-121.7110142","993-097-2896","ACTIVE","2027-11-08","FALSE","FALSE","172","27","2.5615","CAQH_PROVIEW","2026-09-15 10:31:41","fd60faf1c4fc1715865349d8ae95a44ff16872e1505839f93e616bc81b766040"
"1676018658","2479217387","903208697","Hernandez","Erin","MD","78","Cardiovascular Disease","560591776X","FALSE","IN_NETWORK","2022-09-06","","TRUE","TRUE","TIER_3","130 Edwards Drive","Fresno","CA","95014","06085","37.3615643","-121.6438504","636-897-0283","ACTIVE","2027-05-06","TRUE","FALSE","60","27","2.7509","CAQH_PROVIEW","2026-09-15 10:31:41","0c39493a617cb1c9a1f17de2b7ed57b59ad75af451c16642194b6d2b3930fcb0"
"1991066547","","512166485","Hoffman","Whitney","MD","38","Psychiatry","930152283X","FALSE","IN_NETWORK","2022-07-26","","TRUE","FALSE","TIER_1","652 Barr Junctions Suite 497","Sacramento","CA","94577","06085","37.2709995","-121.5756883","334-843-4437","ACTIVE","2027-10-23","TRUE","FALSE","60","16","1.1918","CAQH_PROVIEW","2026-09-15 10:31:41","60c1b9569f290368ad60b21d9e95858a40292be03408a43f9b69e75b45b36026"
"1882543250","","839822046","Stewart","Michael","MD","78","Cardiovascular Disease","388986794X","FALSE","OUT_OF_NETWORK","2023-12-19","","TRUE","FALSE","TIER_2","1986 Cardenas Trail Apt. 404","San Francisco","CA","95054","06085","37.5997099","-122.1388218","157-473-3848","ACTIVE","2027-08-23","FALSE","FALSE","18","29","0.9533","CAQH_PROVIEW","2026-09-15 10:31:41","495292b215815006c00e3d3f96439843d265d290833cfccc5f958da40765e99b"
"1284914801","2946612117","570827048","Horton","Derrick","DO","97","General Practice","836184335X","TRUE","PREFERRED","2026-03-10","","TRUE","FALSE","TIER_2","08330 Robert Stravenue","San Francisco","CA","94121","06085","37.6445363","-121.9097095","712-082-6773","ACTIVE","2028-02-28","FALSE","FALSE","112","8","1.2707","CAQH_PROVIEW","2026-09-15 10:31:41","8a9fd5d9089600ba851e6843672de8608c962455c5e90831d51fb781693756a0"
"1477059584","2325182695","568741931","Avila","Justin","MD","08","Geriatrics","169503511X","FALSE","IN_NETWORK","2025-06-07","","FALSE","TRUE","TIER_2","019 Amanda Stream Apt. 262","San Jose","CA","94102","06085","37.4579336","-121.5405786","067-240-0499","ACTIVE","2027-10-01","FALSE","FALSE","216","14","2.2264","CAQH_PROVIEW","2026-09-15 10:31:41","c0c8d21fb6a9e54e890938c68aa06095a703c7eef5b97087969b2395e205ff37"
"1766192957","","630683223","Rodriguez","Tonya","MD","66","Rheumatology","594693358X","FALSE","IN_NETWORK","2024-09-24","","TRUE","TRUE","TIER_2","8872 Nelson Valleys Apt. 527","Fresno","CA","95126","06085","37.3761045","-122.2252288","420-549-3296","ACTIVE","2028-08-17","FALSE","FALSE","236","11","2.3541","CAQH_PROVIEW","2026-09-15 10:31:41","1bc066cb5a41d5ffb60e31da83af1ddeec7f37f43e2e7e7b503e73b42505f5d6"
"1469309222","2778519735","663200280","Wilcox","Zachary","DDS","08","Geriatrics","957046045X","FALSE","IN_NETWORK","2022-10-30","","FALSE","FALSE","TIER_2","1227 Boyle Avenue","Sacramento","CA","95126","06085","37.1485616","-122.1577785","463-745-4990","ACTIVE","2028-09-07","TRUE","FALSE","64","20","0.7157","CAQH_PROVIEW","2026-09-15 10:31:41","a41bcbd2d60e9c783292755aea241d798bc1e9829c320618632a31addef04fee"
"1611784511","2215592123","646390055","Green","Michael","MD","38","Psychiatry","365698202X","FALSE","IN_NETWORK","2023-09-26","","TRUE","TRUE","TIER_2","17426 Vaughn Route","San Jose","CA","93727","06085","37.217879","-122.0260937","459-332-7279","ACTIVE","2026-11-16","FALSE","FALSE","221","5","2.0359","CAQH_PROVIEW","2026-09-15 10:31:41","0429ec328b8693c5fd67fd81e6b2347e10f6a4eb721ad833eec7190f6888694b"
"1991694626","2651576310","476529928","Brooks","Jacqueline","MD","86","Pulmonary Disease","648858166X","FALSE","IN_NETWORK","2021-10-27","","TRUE","TRUE","TIER_2","339 Alicia Pines Suite 191","San Francisco","CA","94132","06085","37.6829702","-122.3262002","088-398-2258","ACTIVE","2027-12-24","FALSE","FALSE","155","39","2.6457","CAQH_PROVIEW","2026-09-15 10:31:41","16d0eb685880a128b662b23f0b50dcf028f874efb786dd7aafba119fc704dd34"
"1555155329","","263690400","Ramos","Erin","MD","97","General Practice","134881693X","TRUE","IN_NETWORK","2022-03-22","","TRUE","FALSE","TIER_2","87072 Bryant Centers Suite 406","Sacramento","CA","94609","06085","37.1360271","-122.4262464","403-910-6518","ACTIVE","2028-07-09","TRUE","TRUE","143","9","2.6107","CAQH_PROVIEW","2026-09-15 10:31:41","82aaf6d1d541c8bbc2543adb7c804e4b0b875bfc05c285187c03dcfba903eb3e"
"1234263574","2141315764","531331460","Mcknight","Sarah","MD","78","Cardiovascular Disease","197121569X","FALSE","IN_NETWORK","2022-07-12","","TRUE","TRUE","TIER_2","0462 Katie Stream","San Jose","CA","94131","06085","37.6277847","-121.9689842","656-766-1825","ACTIVE","2027-07-29","TRUE","FALSE","99","38","2.3766","CAQH_PROVIEW","2026-09-15 10:31:41","a2123018e7a510de3aaa4fb9ff93721ed4b8dc1949f6ccaaf0b30f4775053dd7"
"1530289001","","674125109","Wilson","Victoria","MD","38","Psychiatry","298433240X","FALSE","IN_NETWORK","2022-10-25","","TRUE","TRUE","TIER_3","230 Tiffany Mountain Suite 863","Oakland","CA","94131","06085","37.0553517","-122.0286193","375-243-1069","ACTIVE","2027-02-01","TRUE","FALSE","79","37","0.5559","CAQH_PROVIEW","2026-09-15 10:31:41","f79f884f8af501b6ed33883b4e09ab5b3a89fb21f3344a3088354a42849014fa"
"1406271505","2140946875","936238982","Miranda","Nicole","DO","38","Psychiatry","268344618X","FALSE","IN_NETWORK","2022-06-28","","FALSE","TRUE","TIER_1","31190 Harper Squares","San Francisco","CA","94609","06085","37.1725122","-121.5846485","030-673-8302","ACTIVE","2028-01-04","FALSE","FALSE","178","6","1.2376","CAQH_PROVIEW","2026-09-15 10:31:41","1539078f579b99c5c95cf484d634aa0fcd1ffede7788d451cf31d26971f0792b"
"1538086917","2219768074","658875079","Gordon","Keith","MD","11","Medical Oncology","759689472X","FALSE","IN_NETWORK","2025-09-30","","TRUE","FALSE","TIER_1","953 Walter Shore Apt. 644","Fresno","CA","94115","06085","37.709702","-122.2863705","089-268-7056","ACTIVE","2027-09-27","TRUE","FALSE","63","39","0.8579","CAQH_PROVIEW","2026-09-15 10:31:41","1a3d7312f3be5f13589df7a48f7df110c4c7465359cf1a4e5e4fad5232933a90"
"1205173253","","585457063","Floyd","Lucas","MD","97","General Practice","651736621X","TRUE","IN_NETWORK","2022-05-22","","TRUE","TRUE","TIER_2","2462 Allen Fork Suite 270","Oakland","CA","95148","06085","37.2351495","-122.0159536","866-882-6343","ACTIVE","2028-09-09","FALSE","FALSE","93","38","2.2031","CAQH_PROVIEW","2026-09-15 10:31:41","45c9f2f25efc12a400220ed268be61b5b2206d36219207a88e15d84bc7500b9b"
"1882753141","","759143600","Rivera","Christian","MD","08","Geriatrics","630822799X","FALSE","IN_NETWORK","2023-02-07","","TRUE","FALSE","TIER_1","1830 Bennett Rapids Apt. 139","Oakland","CA","94102","06085","36.9309322","-121.8537981","837-354-0331","ACTIVE","2027-04-14","TRUE","FALSE","168","22","2.5251","CAQH_PROVIEW","2026-09-15 10:31:41","122facee03b70a91763bc93ca91f1963739114b9c1f3c68ebd7a3dcd72a277b0"
"1282644562","","493284532","Burgess","Karen","MD","97","General Practice","840638865X","TRUE","IN_NETWORK","2023-08-22","","TRUE","TRUE","TIER_2","936 Andrea Trail","San Francisco","CA","94132","06085","36.8085088","-121.7191289","467-854-4587","ACTIVE","2026-12-02","FALSE","FALSE","142","9","1.0522","CAQH_PROVIEW","2026-09-15 10:31:41","3e6509a6275aa8fd36a4937148f175cabebcd7f59d14c434ff002635c534d278"
"1555228021","2361654107","462602020","Owens","Leah","MD","90","Nephrology","164538795X","FALSE","IN_NETWORK","2025-08-26","","TRUE","TRUE","TIER_1","3556 Anna Forges Apt. 048","San Francisco","CA","94122","06085","36.871671","-121.6286525","996-423-5369","ACTIVE","2028-01-15","FALSE","FALSE","30","15","1.7315","CAQH_PROVIEW","2026-09-15 10:31:41","eb5e875992e535cd1652eb377163a3678a0f9d774d7d3d4813f9d95ca486dd89"
"1687234675","","884161342","Whitaker","Victor","MD","11","Medical Oncology","545963550X","FALSE","IN_NETWORK","2026-03-01","","TRUE","TRUE","TIER_1","7772 Jackson Stravenue Suite 280","San Francisco","CA","93727","06085","37.4721184","-121.9770281","801-006-2312","ACTIVE","2027-01-01","TRUE","FALSE","171","30","2.7778","CAQH_PROVIEW","2026-09-15 10:31:41","efe005052e2bade6462bce12629a5850cc424f6e5c991a10c33be6924a26cf89"
"1892721423","2186750293","475929276","Smith","William","DO","78","Cardiovascular Disease","207076912X","FALSE","IN_NETWORK","2021-11-02","","TRUE","TRUE","TIER_2","99770 Amanda Loop Apt. 084","San Francisco","CA","94501","06085","36.9841872","-122.4572583","840-862-1182","ACTIVE","2027-12-27","TRUE","FALSE","121","7","1.4975","CAQH_PROVIEW","2026-09-15 10:31:41","abdd2925c753d71334307c709062be85d6b9374acb4c215e49e3d551a8cc7566"
"1388830383","2186894675","318250305","Allen","Christine","PA","90","Nephrology","727216428X","FALSE","IN_NETWORK","2021-12-27","","TRUE","TRUE","TIER_2","4615 Stevens Gardens Apt. 410","Oakland","CA","94118","06085","36.9803034","-122.0412222","166-687-0021","ACTIVE","2027-09-08","FALSE","FALSE","97","16","2.6499","CAQH_PROVIEW","2026-09-15 10:31:41","71f101a0f313fca72765ee3fef8a761bf18360aaee08a1d81e0ad1cc62b8cf79"
"1551310578","2888514706","934820939","Porter","Ryan","NP","97","General Practice","838840227X","TRUE","IN_NETWORK","2021-12-24","","TRUE","TRUE","TIER_2","180 Jason Ways Suite 401","San Jose","CA","95148","06085","37.2277861","-122.4217527","489-025-0392","ACTIVE","2027-04-23","TRUE","FALSE","221","27","1.0532","CAQH_PROVIEW","2026-09-15 10:31:41","b45a636a7afbac660d5ca53e037681cc51ecfcd01abdb0ef7e0be3b710abd99b"
"1480507688","2592596661","305705141","Goodwin","Jennifer","MD","78","Cardiovascular Disease","663449144X","FALSE","IN_NETWORK","2023-07-15","","TRUE","FALSE","TIER_2","42939 Rhodes Plains Suite 621","San Francisco","CA","94131","06085","37.7399556","-122.1277447","850-163-1599","ACTIVE","2028-04-23","FALSE","FALSE","47","8","1.0001","CAQH_PROVIEW","2026-09-15 10:31:41","7fe98e55c994cfb51b7afc7493ecae839a7214baf556f2f3c95a6120331bf632"
"1803598061","2830119469","318594770","Friedman","Randy","MD","38","Psychiatry","590784627X","FALSE","IN_NETWORK","2023-11-18","","FALSE","FALSE","TIER_3","47735 Reynolds Springs Suite 194","San Jose","CA","94501","06085","37.2242629","-121.7724788","311-426-2655","ACTIVE","2027-04-13","TRUE","FALSE","165","6","1.3616","CAQH_PROVIEW","2026-09-15 10:31:41","a31a3ff960d78c748fa53a8219a90904b80fafd2d25829443c0b120ecdffa3e6"
"1417313888","2504916285","778368700","Rodriguez","Adam","DDS","90","Nephrology","516074078X","FALSE","IN_NETWORK","2022-11-21","","TRUE","TRUE","TIER_2","5412 Jacob Mission Suite 101","San Francisco","CA","94132","06085","37.2791978","-121.6582811","581-995-6046","ACTIVE","2027-12-14","FALSE","FALSE","60","24","1.7678","CAQH_PROVIEW","2026-09-15 10:31:41","3eb3ce5b890c8fff942a6dfd27fd0540bb376deca02096d512b90e0ebf2f257c"
