CONTRACT_ID,CUSTOMER_ID,EQUIPMENT_ID,BRANCH_ID,RENTAL_START_DATE,RENTAL_END_DATE,DURATION_DAYS,DAILY_RATE,WEEKLY_RATE,MONTHLY_RATE,TOTAL_AMOUNT,STATUS,DELIVERY_ADDRESS,DELIVERY_CITY,DELIVERY_STATE,DELIVERY_LATITUDE,DELIVERY_LONGITUDE,PO_NUMBER,SALES_REP,_SOURCE_TABLE,_ROW_HASH,_LOADED_AT,_SOURCE_SYSTEM,_IS_CURRENT,_VALID_FROM,_VALID_TO
RC-033080,CU-020107,EQ-014211,BR-01050,2024-06-26,2024-07-04,8,205.92,617.76,1853.28,617.76,COMPLETED,320 Kathryn Inlet,San Francisco,CA,37.727348,-122.359529,PO-734168,Janice Riggs,UR_RENTAL_CONTRACTS,97f0f29c1627d73cc614a93a99bcadcd07903017889b8efb4ec53445f2e2002a,2026-03-20T07:54:07.716359,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.716359,9999-12-31T00:00:00
RC-033081,CU-020851,EQ-013420,BR-01041,2024-06-13,2024-06-23,10,140.87,422.61,1267.83,422.61,COMPLETED,11569 Garcia Stravenue Suite 162,Seattle,WA,47.616884,-122.34603,PO-696793,Steven Anderson,UR_RENTAL_CONTRACTS,c8a83a60160abe09f03a971144d1da5c16e9a31345f44c5ae988ae647ee9ee8b,2026-03-20T07:54:07.716459,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.716460,9999-12-31T00:00:00
RC-033082,CU-020017,EQ-014025,BR-01016,2026-03-07,2026-03-12,5,179.02,537.06,1611.18,895.1,COMPLETED,5674 Harrell Camp,Denver,CO,39.771742,-104.970984,PO-409615,Jared Dougherty,UR_RENTAL_CONTRACTS,41fd18f6d556e79a1b6298487ae444479c14783cebc470fabafa54e0a52b8ba4,2026-03-20T07:54:07.716548,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.716548,9999-12-31T00:00:00
RC-033083,CU-020946,EQ-011874,BR-01020,2024-12-05,2024-12-31,26,140.21,420.63,1261.89,1261.89,COMPLETED,86134 Jones Locks Apt. 379,Minneapolis,MN,44.982959,-93.30161,PO-123477,Kimberly Higgins,UR_RENTAL_CONTRACTS,2d6508027379034dd362421ec4548047bd326f73a14d7502976ebfc5f564849f,2026-03-20T07:54:07.716646,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.716647,9999-12-31T00:00:00
RC-033084,CU-020759,EQ-012000,BR-01037,2025-12-14,2026-03-01,77,484.53,1453.59,4360.77,8721.54,COMPLETED,4959 Robinson Point Suite 265,Charlotte,NC,35.272562,-80.919239,PO-786518,Barbara Martinez,UR_RENTAL_CONTRACTS,1f433fd02b7057966fd13a5904edb1d44aed841e5e0c7ab786ef052b13e4cca5,2026-03-20T07:54:07.716748,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.716749,9999-12-31T00:00:00
RC-033085,CU-020978,EQ-010748,BR-01017,2025-06-03,2025-06-19,16,453.94,1361.82,4085.46,2723.64,COMPLETED,91179 Dawn Forge Apt. 402,Richmond,VA,37.494823,-77.350956,PO-801246,Jacqueline Hughes,UR_RENTAL_CONTRACTS,1ef788c0c10414a47d5f896d234c5da5b8a1827f64cac7123e19c7798bbc467c,2026-03-20T07:54:07.716840,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.716841,9999-12-31T00:00:00
RC-033086,CU-020176,EQ-014660,BR-01039,2025-01-11,2025-01-31,20,350.99,1052.97,3158.91,2105.94,COMPLETED,692 Young Crossroad,San Francisco,CA,37.735767,-122.441362,PO-397059,Michael Fox,UR_RENTAL_CONTRACTS,bffd1a90a71f2fed8f0dabb24eb8a2c3673db748dfd6f91c9dbce1fd1ad17086,2026-03-20T07:54:07.716930,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.716931,9999-12-31T00:00:00
RC-033087,CU-020681,EQ-013545,BR-01098,2024-09-09,2024-09-29,20,961.7,2885.1,8655.3,5770.2,COMPLETED,2443 Koch Meadow Suite 807,Austin,TX,30.242651,-97.85762,PO-282631,Dawn Long,UR_RENTAL_CONTRACTS,c9a5c8874894d6d977e78d9ec10982aee1ce3ee204f3127ffdb768a67f5d44f4,2026-03-20T07:54:07.717022,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.717022,9999-12-31T00:00:00
RC-033088,CU-020581,EQ-010892,BR-01004,2025-02-02,2025-02-20,18,596.77,1790.31,5370.93,3580.62,COMPLETED,57964 Andrea Mission,Tampa,FL,27.859192,-82.390525,PO-970132,Christine Mckinney,UR_RENTAL_CONTRACTS,58eab8ca497e09663882c9a23d3d3f5fdfa4c68ea3a5aaafdccaf04bbf2ea41d,2026-03-20T07:54:07.717106,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.717107,9999-12-31T00:00:00
RC-033089,CU-020126,EQ-013548,BR-01093,2024-07-14,2024-09-06,54,228.33,684.99,2054.97,2054.97,COMPLETED,644 Amanda Trafficway Apt. 231,Chicago,IL,41.833233,-87.640722,PO-303636,Rose Lopez,UR_RENTAL_CONTRACTS,9e8eebcfed426240731be64d20ad5c49669d33cbee9984f10eb90cbd6a148773,2026-03-20T07:54:07.717190,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.717191,9999-12-31T00:00:00
RC-033090,CU-020164,EQ-013383,BR-01014,2024-03-24,2024-08-13,142,51.99,155.97,467.91,1871.64,COMPLETED,05129 Rubio Mall Apt. 504,Jacksonville,FL,30.280295,-81.662838,PO-315975,Christina Banks,UR_RENTAL_CONTRACTS,c35f20f915e153cc5283e4515da1bba3729759f4f2d435fe5b4646c961e5ae48,2026-03-20T07:54:07.717284,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.717285,9999-12-31T00:00:00
RC-033091,CU-020797,EQ-014255,BR-01002,2024-04-24,2024-05-20,26,245.57,736.71,2210.13,2210.13,COMPLETED,70320 Robert Roads Apt. 362,Philadelphia,PA,39.997822,-75.109464,PO-405438,Kenneth Young,UR_RENTAL_CONTRACTS,4a6209fabbdede325697fee1627b13740aaae00b4c6150c33bbfe33aa31d25f2,2026-03-20T07:54:07.717370,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.717370,9999-12-31T00:00:00
RC-033092,CU-020727,EQ-013200,BR-01032,2026-02-03,2026-02-07,4,45.31,135.93,407.79,181.24,COMPLETED,248 Edward Alley Suite 413,Philadelphia,PA,39.981682,-75.199959,PO-153419,Charles Martinez,UR_RENTAL_CONTRACTS,c3d334471574b7a46393486787f41abd4111d5a26471fc86352d1aaf5c65a44a,2026-03-20T07:54:07.717461,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.717462,9999-12-31T00:00:00
RC-033093,CU-020299,EQ-013629,BR-01082,2024-07-15,2024-07-19,4,284.12,852.36,2557.08,1136.48,COMPLETED,85000 Jessica Oval,Minneapolis,MN,45.025447,-93.302018,PO-371075,John Phillips,UR_RENTAL_CONTRACTS,4b9bedd2b7d06d3cccc602d69e35c8e6d398eca4ae960005fc0473224c9de71e,2026-03-20T07:54:07.717550,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.717551,9999-12-31T00:00:00
RC-033094,CU-020873,EQ-010415,BR-01073,2024-04-25,2024-05-24,29,121.98,365.94,1097.82,1463.76,COMPLETED,31971 Darryl Motorway Apt. 878,Indianapolis,IN,39.838487,-86.219336,PO-479098,Brittany Young,UR_RENTAL_CONTRACTS,5df742c9a9c8d1728f5f8f1fe2095d22d216ca050e8f4f1bbc2dcf011015584f,2026-03-20T07:54:07.717643,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.717643,9999-12-31T00:00:00
RC-033095,CU-020244,EQ-012939,BR-01086,2024-11-17,2024-11-22,5,135.36,406.08,1218.24,676.8,COMPLETED,6847 Castillo Way Apt. 634,Charlotte,NC,35.194445,-80.816101,PO-404640,Adam Nelson,UR_RENTAL_CONTRACTS,8e6eb72eecdf4b3289f705abb21049f702fabba408e8c41e200167842249d5ea,2026-03-20T07:54:07.717743,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.717744,9999-12-31T00:00:00
RC-033096,CU-020957,EQ-011868,BR-01089,2024-10-15,2024-11-14,30,199.2,597.6,1792.8,2390.4,COMPLETED,4076 Ramirez Heights,Dallas,TX,32.7685,-96.754115,PO-265684,Steven Martinez,UR_RENTAL_CONTRACTS,82f0746f9dc84e7cc56737c98d1a501396d28354e1113291859f0f981ec693f3,2026-03-20T07:54:07.717842,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.717842,9999-12-31T00:00:00
RC-033097,CU-020454,EQ-014763,BR-01095,2024-07-18,2024-11-15,120,221.71,665.13,1995.39,7981.56,COMPLETED,22203 Cohen Meadows Suite 384,Houston,TX,29.8125,-95.272637,PO-182581,Nicholas Hicks,UR_RENTAL_CONTRACTS,ec8105f1670e07909602b2406e96f78acd10b0f2edff53d75f069c2672cf81bc,2026-03-20T07:54:07.717936,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.717937,9999-12-31T00:00:00
RC-033098,CU-020740,EQ-010058,BR-01015,2025-12-12,2025-12-13,1,399.06,1197.18,3591.54,399.06,COMPLETED,23918 Kevin Lakes,Detroit,MI,42.327066,-83.02789,PO-701275,Stacy Harmon,UR_RENTAL_CONTRACTS,9672d031f8e8482922f421318018b7323cc60c5e6f94f577023207bfb689be41,2026-03-20T07:54:07.718022,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.718022,9999-12-31T00:00:00
RC-033099,CU-020063,EQ-014307,BR-01096,2024-10-13,2024-10-20,7,397.39,1192.17,3576.51,2781.73,COMPLETED,653 Williams River,Atlanta,GA,33.713347,-84.316782,PO-222367,Jenna Cruz,UR_RENTAL_CONTRACTS,107bdf52ad3171239b9bc947f33d013c7a89fb48f2b8863e3a76044f435cc237,2026-03-20T07:54:07.718111,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.718112,9999-12-31T00:00:00
RC-033100,CU-020066,EQ-011029,BR-01098,2025-11-30,2026-04-07,128,438.82,1316.46,3949.38,15797.52,ACTIVE,67850 Lopez Wells,Los Angeles,CA,34.07811,-118.2115,PO-316778,Deborah Allen,UR_RENTAL_CONTRACTS,da61200fb4a3c01beab743c78a73d101d843c4a6ed7b864df6524c71cca06dac,2026-03-20T07:54:07.718207,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.718208,9999-12-31T00:00:00
RC-033101,CU-020408,EQ-013085,BR-01006,2025-09-14,2025-09-30,16,288.7,866.1,2598.3,1732.2,COMPLETED,542 Beverly Drives Apt. 187,Denver,CO,39.669588,-104.9879,PO-488094,Gerald Jackson,UR_RENTAL_CONTRACTS,3c787b7fb610b622e8f344c21007e102145cee7f350044d06b8ef0aee9f6145a,2026-03-20T07:54:07.718299,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.718299,9999-12-31T00:00:00
RC-033102,CU-020180,EQ-012306,BR-01036,2024-09-21,2024-09-28,7,131.21,393.63,1180.89,918.47,COMPLETED,115 Williams Rapid,Nashville,TN,36.246146,-86.724562,PO-844076,William Baker,UR_RENTAL_CONTRACTS,ea45cdf0f9e443ee139c7b8605f087e536a22e42ea01d87e368807bb64edee15,2026-03-20T07:54:07.718395,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.718396,9999-12-31T00:00:00
RC-033103,CU-020942,EQ-011087,BR-01056,2025-08-13,2025-08-20,7,419.55,1258.65,3775.95,2936.85,COMPLETED,829 Courtney Street,Tampa,FL,27.904203,-82.386798,PO-894601,Jennifer Turner,UR_RENTAL_CONTRACTS,808a8b8c18e4502b5a4115a24a38347665b8ad3470dece6e6bb2d71854d20a65,2026-03-20T07:54:07.718483,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.718484,9999-12-31T00:00:00
RC-033104,CU-020180,EQ-013712,BR-01068,2025-06-22,2025-06-27,5,1657.2,4971.6,14914.8,8286.0,COMPLETED,9385 Melissa Plain,Nashville,TN,36.231272,-86.748871,PO-439235,Austin Richards,UR_RENTAL_CONTRACTS,82f0a9a690e9fe0861f2e3993b2a72f282d481cd623122cafe840beb3223763c,2026-03-20T07:54:07.718562,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.718563,9999-12-31T00:00:00
RC-033105,CU-020787,EQ-010140,BR-01043,2025-08-09,2026-01-26,170,543.62,1630.86,4892.58,24462.9,CANCELLED,5337 Jessica Radial Suite 433,New York,NY,40.733201,-74.044944,PO-109609,Daniel Nelson,UR_RENTAL_CONTRACTS,2de4f8be81d0251ea2f05991afe464dfa14ef793cea2cdf916c0de0f54d84cb0,2026-03-20T07:54:07.718649,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.718650,9999-12-31T00:00:00
RC-033106,CU-020148,EQ-013034,BR-01087,2024-06-17,2024-07-17,30,762.17,2286.51,6859.53,9146.04,COMPLETED,514 Rodgers Glen,Salt Lake City,UT,40.730691,-111.833903,PO-398122,Charles Fritz,UR_RENTAL_CONTRACTS,b92c5a8f19894960d06ad1ecf275f2d9232bfcf7eb095acba95fb00a7d8fe3f8,2026-03-20T07:54:07.718747,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.718748,9999-12-31T00:00:00
RC-033107,CU-020016,EQ-012593,BR-01004,2024-09-26,2024-10-06,10,140.14,420.42,1261.26,420.42,COMPLETED,22048 Jackson Mission,Houston,TX,29.725318,-95.354512,PO-428331,Danny Gilbert,UR_RENTAL_CONTRACTS,0fa953c057028a3839829ef98a1447056e6f2309267c2324a89500918739c169,2026-03-20T07:54:07.718844,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.718845,9999-12-31T00:00:00
RC-033108,CU-020438,EQ-014132,BR-01015,2024-10-11,2025-03-04,144,265.8,797.4,2392.2,9568.8,COMPLETED,621 Crystal Place Suite 180,Newark,NJ,40.755799,-74.214383,PO-573140,Autumn Wallace,UR_RENTAL_CONTRACTS,11990527161691d64dc516328af896a524c6f91487a22e22eb0157011c180c10,2026-03-20T07:54:07.718936,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.718937,9999-12-31T00:00:00
RC-033109,CU-020741,EQ-010957,BR-01007,2025-05-03,2025-05-30,27,193.76,581.28,1743.84,1743.84,COMPLETED,9854 Tiffany Trail Apt. 234,Richmond,VA,37.662935,-77.413994,PO-478417,Felicia English,UR_RENTAL_CONTRACTS,ee2e41a0f39f1cc4fa5492d425c6937ccb38bde97fd40ac096774fe921691954,2026-03-20T07:54:07.719023,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.719023,9999-12-31T00:00:00
RC-033110,CU-020185,EQ-013080,BR-01024,2024-08-10,2024-08-13,3,359.63,1078.89,3236.67,1078.89,COMPLETED,75565 Steven Rue Suite 262,Philadelphia,PA,39.929067,-75.140823,PO-497940,Maria Welch,UR_RENTAL_CONTRACTS,bdd8a81b12f08577bcea5856f9b595cc79966205427c26843fd982abb7645472,2026-03-20T07:54:07.719109,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.719110,9999-12-31T00:00:00
RC-033111,CU-020106,EQ-013347,BR-01024,2026-01-23,2026-01-30,7,486.56,1459.68,4379.04,3405.92,COMPLETED,434 Martin Trail,Columbus,OH,39.938906,-83.016578,PO-388392,Peter Gibson,UR_RENTAL_CONTRACTS,ac196ab765459873a127e347313719f9bab89f5c538f93a153e4954811b26c45,2026-03-20T07:54:07.719207,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.719207,9999-12-31T00:00:00
RC-033112,CU-020961,EQ-013023,BR-01002,2025-08-07,2025-12-10,125,343.32,1029.96,3089.88,12359.52,COMPLETED,541 Justin Groves,Charlotte,NC,35.203817,-80.751832,PO-242027,Justin Roberts Jr.,UR_RENTAL_CONTRACTS,fb95e776febc99cc0f09f74b7a14120c6dfbac282120a148b4a83c1b7453fd4b,2026-03-20T07:54:07.719297,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.719298,9999-12-31T00:00:00
RC-033113,CU-020404,EQ-010856,BR-01061,2026-03-19,2026-03-22,3,210.06,630.18,1890.54,630.18,ACTIVE,073 Lee Field Apt. 444,Dallas,TX,32.691584,-96.907559,PO-439376,Lauren Gross,UR_RENTAL_CONTRACTS,a004a7f57ccd2ff85b12c918bed2689d0bfbb6add0fe416f4a4be6828dd4be5a,2026-03-20T07:54:07.719397,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.719398,9999-12-31T00:00:00
RC-033114,CU-020611,EQ-013574,BR-01062,2024-11-22,2025-04-25,154,293.67,881.01,2643.03,13215.15,COMPLETED,786 Dennis Trace Suite 003,Pittsburgh,PA,40.506914,-80.098548,PO-751267,Patrick Dalton,UR_RENTAL_CONTRACTS,e19ce0f657fe400c334c82bee0f9ca779ef2d0c2499c4bbb254d9e45275010e3,2026-03-20T07:54:07.719486,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.719486,9999-12-31T00:00:00
RC-033115,CU-020355,EQ-010959,BR-01013,2024-07-18,2024-08-17,30,439.76,1319.28,3957.84,5277.12,COMPLETED,46775 Randall Stravenue Suite 303,San Diego,CA,32.706809,-117.251146,PO-940685,Kathleen Hernandez,UR_RENTAL_CONTRACTS,1428fdb6f992bcf92dea16b0ffb8de4363802b53f49427588016669b12c4ec4e,2026-03-20T07:54:07.719569,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.719570,9999-12-31T00:00:00
RC-033116,CU-020581,EQ-014859,BR-01010,2025-11-06,2025-11-27,21,625.24,1875.72,5627.16,5627.16,COMPLETED,44216 Jones Wells Suite 600,Tampa,FL,27.885555,-82.365092,PO-183786,Adrienne Evans,UR_RENTAL_CONTRACTS,b13adcc3c0070409b0ec6f9f8cd130a1cd7cff975b5a1c4eefca2d60ba8a3dbf,2026-03-20T07:54:07.719667,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.719668,9999-12-31T00:00:00
RC-033117,CU-020651,EQ-010460,BR-01094,2025-08-13,2025-08-20,7,259.59,778.77,2336.31,1817.13,CANCELLED,366 Cruz Track,Denver,CO,39.790633,-104.898675,PO-325267,Steven Romero,UR_RENTAL_CONTRACTS,996029f2462fd837a5bc4556b07b73b9ca8ac86ee2f0ccdd8de34cf4787949dd,2026-03-20T07:54:07.719769,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.719770,9999-12-31T00:00:00
RC-033118,CU-020360,EQ-013192,BR-01098,2025-06-10,2025-06-27,17,417.36,1252.08,3756.24,2504.16,COMPLETED,588 Courtney Mountains Apt. 035,Pittsburgh,PA,40.528726,-79.98428,PO-648659,Kristina Howard,UR_RENTAL_CONTRACTS,f3f15cbe0998ccd9fc8cf7779571067fe6add6b5afa7c87a910dc3e7fbe5ec2d,2026-03-20T07:54:07.719861,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.719861,9999-12-31T00:00:00
RC-033119,CU-020565,EQ-010705,BR-01008,2026-02-13,2026-03-05,20,108.93,326.79,980.37,653.58,COMPLETED,973 Wilson Inlet Apt. 471,Newark,NJ,40.790254,-74.266884,PO-972089,Tonya Taylor,UR_RENTAL_CONTRACTS,dac6f7a73887eca8be7b573eb7eb10826b5ade7937395fbf1478835683c2506b,2026-03-20T07:54:07.719961,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.719962,9999-12-31T00:00:00
RC-033120,CU-020494,EQ-013308,BR-01067,2024-06-09,2024-06-15,6,265.05,795.15,2385.45,1590.3,COMPLETED,58870 Harris Village,Charlotte,NC,35.225084,-80.904896,PO-252847,Stephanie Smith,UR_RENTAL_CONTRACTS,4a2eb36d814cb70bd5033f805fa82ad4b5d01f4303c2906100f1e078352ff1a8,2026-03-20T07:54:07.720053,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.720053,9999-12-31T00:00:00
RC-033121,CU-020107,EQ-011447,BR-01019,2024-09-28,2024-10-31,33,214.12,642.36,1927.08,1927.08,COMPLETED,990 Lisa Way Suite 567,San Francisco,CA,37.770984,-122.333395,PO-791570,Christina Reese,UR_RENTAL_CONTRACTS,de569503fcf8d159edfda72fe764c8bbcfd21a4bc4d9c8324b0367dcde254d51,2026-03-20T07:54:07.720140,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.720140,9999-12-31T00:00:00
RC-033122,CU-020454,EQ-014853,BR-01061,2026-02-25,2026-03-02,5,199.85,599.55,1798.65,999.25,COMPLETED,840 Rodriguez Squares Suite 524,Houston,TX,29.833934,-95.335584,PO-875668,Shane Harper,UR_RENTAL_CONTRACTS,098aa6bf9d9241a5770bc4ee87a87c5b713d5b369500455ed1c92d3667512180,2026-03-20T07:54:07.720240,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.720241,9999-12-31T00:00:00
RC-033123,CU-020294,EQ-010743,BR-01094,2025-11-06,2025-11-20,14,114.85,344.55,1033.65,689.1,COMPLETED,20052 Sanders Harbor Apt. 624,Denver,CO,39.744356,-104.893195,PO-477701,Gina Graham,UR_RENTAL_CONTRACTS,6c0743d5169d71c90561ced276c5c46951d7aacedec503354de858e645503c51,2026-03-20T07:54:07.720342,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.720343,9999-12-31T00:00:00
RC-033124,CU-020729,EQ-010872,BR-01014,2024-08-03,2024-08-06,3,379.56,1138.68,3416.04,1138.68,COMPLETED,1540 Daniel Ferry Apt. 143,Las Vegas,NV,36.13119,-115.157204,PO-337148,Joseph Thompson,UR_RENTAL_CONTRACTS,42d155ae1c01f837f3697a45e0d23be70b10dce0e69568ee5256e1640773d949,2026-03-20T07:54:07.720435,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.720436,9999-12-31T00:00:00
RC-033125,CU-020522,EQ-014373,BR-01025,2024-12-05,2024-12-18,13,226.13,678.39,2035.17,678.39,COMPLETED,7722 Harris Ports,Indianapolis,IN,39.74658,-86.249827,PO-301476,Keith Gross,UR_RENTAL_CONTRACTS,339c52657fbe73f10ced1767968db6b85a5e0ff42aa562bbfb58a793684f0d85,2026-03-20T07:54:07.720527,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.720528,9999-12-31T00:00:00
RC-033126,CU-020416,EQ-014149,BR-01013,2024-10-27,2024-10-31,4,510.5,1531.5,4594.5,2042.0,COMPLETED,31012 Brown Plaza,Houston,TX,29.77754,-95.339046,PO-428925,John Smith,UR_RENTAL_CONTRACTS,8b31534cee2b7e4881eedd4ee4fc43840fa3b6a13b7499f5109fc07bfcba4bcd,2026-03-20T07:54:07.720619,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.720619,9999-12-31T00:00:00
RC-033127,CU-020309,EQ-011574,BR-01046,2025-02-03,2025-02-28,25,1850.52,5551.56,16654.68,16654.68,COMPLETED,30224 Natalie Mountain,Dallas,TX,32.738591,-96.821312,PO-521365,Cindy Foster,UR_RENTAL_CONTRACTS,dc53f75d9358e35ce990338387ad512204537a8fc63066c5d726d6963d88ca24,2026-03-20T07:54:07.720711,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.720712,9999-12-31T00:00:00
RC-033128,CU-020024,EQ-012718,BR-01073,2024-09-07,2024-12-06,90,572.63,1717.89,5153.67,15461.01,COMPLETED,1808 Tasha Harbor,Columbus,OH,40.066843,-83.112814,PO-532788,Paula Lowe,UR_RENTAL_CONTRACTS,09114ca3ca730cc8d15971cca1ea30c8b5fdcc3df4c73026a05c8c3c2030643a,2026-03-20T07:54:07.720802,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.720802,9999-12-31T00:00:00
RC-033129,CU-020673,EQ-011609,BR-01045,2025-05-02,2025-05-11,9,510.91,1532.73,4598.19,1532.73,COMPLETED,152 Michael Plaza Apt. 803,Philadelphia,PA,39.870895,-75.10187,PO-191626,Patrick Wiggins,UR_RENTAL_CONTRACTS,fe237ec66a3bc893e903f6919e0bf1eed6e1efd05ab2ae7bd1f4a3e10dad6e31,2026-03-20T07:54:07.720893,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.720894,9999-12-31T00:00:00
RC-033130,CU-020767,EQ-010086,BR-01075,2024-08-16,2024-08-29,13,365.94,1097.82,3293.46,1097.82,COMPLETED,17693 Justin Drive Suite 849,San Diego,CA,32.699759,-117.135673,PO-296890,Sarah Obrien,UR_RENTAL_CONTRACTS,3d10f78e59aa584cd79da5d052d72ddf3655794477b0d7d3a35bf1978558d3c5,2026-03-20T07:54:07.720982,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.720983,9999-12-31T00:00:00
RC-033131,CU-020361,EQ-013784,BR-01053,2025-05-26,2025-06-06,11,576.88,1730.64,5191.92,1730.64,COMPLETED,2974 Gregory Forks,Dallas,TX,32.850037,-96.787393,PO-766430,Alan Monroe,UR_RENTAL_CONTRACTS,26dc51565a05bcb58d4efa6ec49229d90c09dc83f123caa44dee1f099e81fd78,2026-03-20T07:54:07.721075,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.721075,9999-12-31T00:00:00
RC-033132,CU-020593,EQ-012427,BR-01096,2025-10-18,2025-10-27,9,399.32,1197.96,3593.88,1197.96,COMPLETED,420 Sims Overpass,Las Vegas,NV,36.167587,-115.133634,PO-119949,David Hess,UR_RENTAL_CONTRACTS,ccbf89ad45938bc601d9a21ca4adbe7e398b8ecc5bf05813449227490cb34aff,2026-03-20T07:54:07.721169,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.721170,9999-12-31T00:00:00
RC-033133,CU-020134,EQ-013448,BR-01014,2024-05-23,2024-06-04,12,324.39,973.17,2919.51,973.17,COMPLETED,05144 Anderson Park,Baltimore,MD,39.239534,-76.653272,PO-523750,Jacqueline Jones,UR_RENTAL_CONTRACTS,5e9303d8c3c3407090ed5595af37779d3cd1fbeacdeb6bb59c27da739aab263b,2026-03-20T07:54:07.721268,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.721269,9999-12-31T00:00:00
RC-033134,CU-020469,EQ-010882,BR-01097,2024-06-13,2024-06-19,6,503.23,1509.69,4529.07,3019.38,COMPLETED,97864 Huff Locks Suite 885,Austin,TX,30.281354,-97.778438,PO-281465,Jaclyn Chambers,UR_RENTAL_CONTRACTS,cde7ec8e7177df3e99241a422c17b627d30506c54aee7b543f6ac0a5da90e83f,2026-03-20T07:54:07.721370,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.721371,9999-12-31T00:00:00
RC-033135,CU-020893,EQ-012614,BR-01093,2025-04-05,2025-09-16,164,271.65,814.95,2444.85,12224.25,COMPLETED,13150 Wendy Estates Suite 297,Raleigh,NC,35.776978,-78.594982,PO-935416,Christopher Carrillo,UR_RENTAL_CONTRACTS,a12f86f351983ee176a0cdd552d57febef6727704dcccb03f96be08d6ce28cfd,2026-03-20T07:54:07.721463,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.721464,9999-12-31T00:00:00
RC-033136,CU-020420,EQ-011070,BR-01044,2025-04-06,2025-05-16,40,686.76,2060.28,6180.84,6180.84,COMPLETED,34232 Heather Camp,Columbus,OH,40.023193,-83.000871,PO-509515,Mallory Sloan,UR_RENTAL_CONTRACTS,46451c65eb1688bedd3c68bca8f33399ef0b62d056adbb781f5a229c78b2e6b0,2026-03-20T07:54:07.721546,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.721546,9999-12-31T00:00:00
RC-033137,CU-020825,EQ-010295,BR-01065,2024-04-28,2024-05-02,4,116.51,349.53,1048.59,466.04,COMPLETED,268 Kathryn Freeway,Newark,NJ,40.741202,-74.256175,PO-185980,Carl Lee,UR_RENTAL_CONTRACTS,6f0a6979c7a5db56a9de5cc3fad454d771ac15c670ea70316cca67c7c518e5f3,2026-03-20T07:54:07.721633,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.721634,9999-12-31T00:00:00
