CUSTOMER_ID,COMPANY_NAME,CONTACT_FIRST_NAME,CONTACT_LAST_NAME,EMAIL,PHONE,ADDRESS,CITY,STATE,ZIP_CODE,LATITUDE,LONGITUDE,CUSTOMER_TYPE,CREDIT_RATING,ACCOUNT_STATUS,CREDIT_LIMIT,YTD_REVENUE,_SOURCE_TABLE,_ROW_HASH,_LOADED_AT,_SOURCE_SYSTEM,_IS_CURRENT,_VALID_FROM,_VALID_TO
CU-020196,St. Louis Parks Dept,Patrick,Waller,ymercer@shelton-allen.com,4316726652,549 Vanessa Parks Apt. 400,St. Louis,MO,05007,38.606019,-90.19449,GOVERNMENT,B,SUSPENDED,105734.61,283899.02,UR_CUSTOMERS,074a73d7cd9049470d577ba5752b07f0c16b0265fa227065c69c544ae2a16c28,2026-03-20T07:54:07.184632,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.184633,9999-12-31T00:00:00
CU-020197,Norris Drilling,Jessica,Barrett,payneelizabeth@torres.biz,4519908543,3033 Roach Vista,Austin,TX,86412,30.294852,-97.808226,OIL_AND_GAS,B,ACTIVE,167470.37,196510.95,UR_CUSTOMERS,64759cda0ac256db76d545c5d7b5109825495a0129476908cac0fbbabd60ea34,2026-03-20T07:54:07.184856,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.184857,9999-12-31T00:00:00
CU-020198,James Ltd,Kathryn,Mosley,davisbrian@johnson.org,218.478.1048,4158 Colleen Causeway,Miami,FL,81980,25.751168,-80.129298,INDUSTRIAL,C,ACTIVE,18374.06,469457.3,UR_CUSTOMERS,be27e6ebf11cc599802c0a3db7e7472744ac27b4e21f2fbb8418b96e81af81f8,2026-03-20T07:54:07.185122,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.185123,9999-12-31T00:00:00
CU-020199,Singh Builders,Brandon,Baker,cynthiabutler@sanchez.biz,(380)781-2268,4705 Charles Village Apt. 058,Tampa,FL,28300,28.028181,-82.426653,INFRASTRUCTURE,B,ACTIVE,80065.74,53910.85,UR_CUSTOMERS,dc4978b893d1b54b2212fef7a158390f2055afcbe582d6e66e2f0a5ab3416f38,2026-03-20T07:54:07.185330,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.185330,9999-12-31T00:00:00
CU-020200,TX Electric Co,Emily,Harmon,atkinsryan@jacobs.net,721-289-1426x9376,7671 Mendoza Ways,San Antonio,TX,16919,29.470909,-98.432995,UTILITY,B,ACTIVE,149273.01,392007.02,UR_CUSTOMERS,f606df42f8bcd9dbfc7959744b26922aff8c9350fe178321026531f8af771d15,2026-03-20T07:54:07.185515,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.185516,9999-12-31T00:00:00
CU-020201,Barrett Construction,Amy,Rubio,bmcintosh@fox.com,001-262-576-2922x6667,616 Jackson Plaza Apt. 749,Columbus,OH,77011,39.997415,-82.995963,CONSTRUCTION,B,ACTIVE,52033.19,333237.61,UR_CUSTOMERS,9fa45829245689ff18caecd9ce9f3a93751f8f69d9ea3598ec04c77417782994,2026-03-20T07:54:07.185770,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.185771,9999-12-31T00:00:00
CU-020202,Allen Construction,Louis,Nichols,marcusdean@marshall-hamilton.org,664.308.3858x0501,65789 Ashley View Apt. 956,Columbus,OH,46496,40.021317,-82.957051,INFRASTRUCTURE,C,ACTIVE,19631.02,308588.03,UR_CUSTOMERS,1aedd9d8ab2e50cbbefcec8ac55e8ae4326a2c494b4d3f6faec780a5e267aafb,2026-03-20T07:54:07.186007,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.186008,9999-12-31T00:00:00
CU-020203,Ferguson Group,Christopher,Wilson,alicia00@ward.com,249-428-7875x703,11250 Dawn Lock,Philadelphia,PA,82494,39.999575,-75.177047,MINING,B,ACTIVE,154314.07,116948.84,UR_CUSTOMERS,a9212c0b75d97979937da0dae0b17cff1364dc745729c900dcf501b3280fa1d7,2026-03-20T07:54:07.186244,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.186244,9999-12-31T00:00:00
CU-020204,Snyder and Sons,Ashley,Costa,mstanley@hernandez-white.com,269.231.8062,302 Floyd Lights Suite 249,Newark,NJ,59644,40.659226,-74.116976,EVENTS,C,INACTIVE,51333.66,371843.77,UR_CUSTOMERS,5a595872d1904a7f405c0242047138cc5ad7700187b36035a3e1e3129e8dc96d,2026-03-20T07:54:07.186469,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.186470,9999-12-31T00:00:00
CU-020205,Allen-Landry,Jessica,Roberts,terrymark@davis.biz,+1-795-567-4068x73544,1466 Gomez Well Apt. 483,St. Louis,MO,39386,38.658054,-90.130508,MINING,D,ACTIVE,21951.78,38333.61,UR_CUSTOMERS,1d4e72cb16e14bee2413d16e2c24c80cccddbf310aee8bd49ce2bed15d74fc94,2026-03-20T07:54:07.186772,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.186773,9999-12-31T00:00:00
CU-020206,Hoffman Pipeline,Melissa,Stanley,diana62@collier-lewis.biz,685-532-0775x8708,698 Diane Run,Kansas City,MO,33507,39.111747,-94.514698,OIL_AND_GAS,A,ACTIVE,424828.51,275680.23,UR_CUSTOMERS,db9e854026144c49f824520e2df54da53ba20d0060cb7cdc5e63187c80ce58de,2026-03-20T07:54:07.186978,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.186978,9999-12-31T00:00:00
CU-020207,Sanchez-Cantrell,Ryan,Harper,michelle05@hines.com,4502928467,3429 Ashley Square,St. Louis,MO,61769,38.635066,-90.275701,INDUSTRIAL,C,SUSPENDED,99424.33,415603.86,UR_CUSTOMERS,0e53d11afb5690164f18567a98c3c96a2668375a27cf9116478564fc59f8e15a,2026-03-20T07:54:07.187183,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.187184,9999-12-31T00:00:00
CU-020208,Perez-Rodgers,Rebecca,Richard,joseph50@hart.com,(325)685-1502x04502,3127 Ingram Spur,Miami,FL,88625,25.779614,-80.142469,EVENTS,B,ACTIVE,179195.39,474215.58,UR_CUSTOMERS,2d84fea48cd771f9a876154bf3db082f6b62aff2fb19c223fa601fa447e5c19a,2026-03-20T07:54:07.187399,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.187400,9999-12-31T00:00:00
CU-020209,"Hall, Walker and Henry",Michele,Chang,christiangriffith@rodriguez.com,001-404-826-5274,51085 Walker Fields Suite 545,Indianapolis,IN,11019,39.838828,-86.174265,INDUSTRIAL,B,ACTIVE,133633.94,49274.11,UR_CUSTOMERS,5d0c0b2f03edf3a332a0a987d319494f9f474290891f6c2a0a6cc7c0d4d85603,2026-03-20T07:54:07.187675,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.187676,9999-12-31T00:00:00
CU-020210,Welch-Reynolds,Blake,Munoz,richardsmario@woods.com,(953)570-6272x816,4612 Elizabeth Village,Portland,OR,62842,45.448377,-122.650355,EVENTS,B,ACTIVE,123526.06,422803.47,UR_CUSTOMERS,12fc78b65f59ed1921dddc6334dc2649dd30ae7dcabca6fdee420f98cbe0a8f6,2026-03-20T07:54:07.187910,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.187911,9999-12-31T00:00:00
CU-020211,Richmond-Ball,Kathryn,Burgess,gscott@mullins.net,581-387-6209x906,03995 Ryan Park Apt. 450,San Francisco,CA,93860,37.853027,-122.409881,RESIDENTIAL,A,ACTIVE,379074.53,309332.14,UR_CUSTOMERS,b650d7348a061e73cfc7f8e79d29e6e8519e7917ecb315401c7fb0ce14fb2ee3,2026-03-20T07:54:07.188127,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.188127,9999-12-31T00:00:00
CU-020212,Rivera Pipeline,Christina,Lawrence,samanthamartinez@padilla.com,(734)338-8804,202 Franklin Gardens Suite 450,San Antonio,TX,89567,29.449516,-98.462268,OIL_AND_GAS,B,ACTIVE,97469.39,17021.87,UR_CUSTOMERS,ede2dbcddc4bde06ca78e9050b422ed58b5587721c733240b5c2c8398a09099a,2026-03-20T07:54:07.188399,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.188400,9999-12-31T00:00:00
CU-020213,Tran Ltd,John,Sanchez,thomaswang@gray-lopez.org,315-549-0443,69531 Gina Walks Apt. 977,Raleigh,NC,16059,35.855372,-78.596479,INDUSTRIAL,D,ACTIVE,8687.01,195563.66,UR_CUSTOMERS,ebedf3b31bd444ba8b2dbc96d3bf2f4d9f76f2a386913cef79e62080cb3c874d,2026-03-20T07:54:07.188637,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.188638,9999-12-31T00:00:00
CU-020214,Gregory Drilling,Daniel,Smith,feliciawilson@mayer.com,373-228-1629,92219 Randy Club Suite 737,Raleigh,NC,57536,35.854102,-78.588093,OIL_AND_GAS,B,ACTIVE,141761.82,179834.95,UR_CUSTOMERS,5dc06051e20ae41fbb4982ca84bc52a6c36b3a7a0979f18eefbeac75d531f7b4,2026-03-20T07:54:07.188911,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.188911,9999-12-31T00:00:00
CU-020215,Strickland Construction,Daniel,Johnson,annettefleming@smith-schneider.com,+1-291-453-0445x002,838 Peters Bypass Apt. 450,Boston,MA,22796,42.43673,-71.083277,CONSTRUCTION,B,ACTIVE,75253.75,139098.42,UR_CUSTOMERS,67359b7800dd1c1d4d99aa31817216b9b501628ec040377f2155050f62714f99,2026-03-20T07:54:07.189154,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.189154,9999-12-31T00:00:00
CU-020216,Wheeler Builders,Wesley,Chavez,pwilliams@nelson.com,367-254-1823x688,82721 Monica Island,Pittsburgh,PA,13625,40.43182,-79.926429,INFRASTRUCTURE,B,ACTIVE,193385.02,26899.05,UR_CUSTOMERS,6d189a603ecca816200b625e50187aeef9c56fe9e7b5c1782b51097c39fb28bf,2026-03-20T07:54:07.189339,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.189340,9999-12-31T00:00:00
CU-020217,Sanchez Group,Brian,Gardner,eduardogarcia@sandoval.com,8832168163,917 Joanna Rapid,Portland,OR,02156,45.552376,-122.696106,INDUSTRIAL,D,ACTIVE,10499.02,289028.35,UR_CUSTOMERS,31d7f8e1a24615f8123cf40eac81fa512578667b3b4ff26d005ac9ece531a362,2026-03-20T07:54:07.189601,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.189602,9999-12-31T00:00:00
CU-020218,Owens Petroleum,William,Mccarthy,lpatterson@williams.com,541-607-0716,89512 Stephen Pines Suite 119,Nashville,TN,99260,36.236507,-86.837501,OIL_AND_GAS,D,ACTIVE,16356.75,498390.25,UR_CUSTOMERS,662b5d0119b31cd65443df64c2f5c7c997a2379bde5ae880807bab95c619df2d,2026-03-20T07:54:07.189789,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.189790,9999-12-31T00:00:00
CU-020219,Dean Ltd,Kevin,Green,robert72@foster.org,(876)471-3771,95612 Hubbard Light Suite 830,Cincinnati,OH,49293,39.050004,-84.454833,RESIDENTIAL,B,ACTIVE,132464.47,183036.22,UR_CUSTOMERS,4c4d71887057df47686f90b4cbc4a5cc33c2a44da4ca0e2f7392818b0e0111a9,2026-03-20T07:54:07.190034,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.190035,9999-12-31T00:00:00
CU-020220,Snyder-Ellis,James,Mathis,cburgess@blair.com,+1-361-344-6627x63304,1421 Lopez Pass Apt. 196,Nashville,TN,70213,36.211009,-86.734025,MINING,A,ACTIVE,258760.33,187457.88,UR_CUSTOMERS,a370508113831f100740e721d3f20af840c8722b3ac2540c857ff50d02169d2a,2026-03-20T07:54:07.190263,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.190263,9999-12-31T00:00:00
CU-020221,Mclaughlin Contracting,Jared,Leblanc,timothy46@bennett-davila.biz,001-287-203-6883,379 Richard Forks Apt. 592,Columbus,OH,98388,39.960843,-82.92468,CONSTRUCTION,D,ACTIVE,11472.99,124666.18,UR_CUSTOMERS,c9d332662efa2aba76dec298e6d4f28b94e780712697311ab9c7b6ee035e328e,2026-03-20T07:54:07.190469,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.190470,9999-12-31T00:00:00
CU-020222,MI Electric Co,Stephanie,Chan,stanleygary@reyes.com,410-440-6291x187,7183 Christopher Crescent,Detroit,MI,59004,42.374277,-83.043159,UTILITY,D,ACTIVE,13013.35,411136.46,UR_CUSTOMERS,d0c510912458f022aec313465eaa61b165d07444c3d570c1110fd34cedfe0beb,2026-03-20T07:54:07.190646,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.190647,9999-12-31T00:00:00
CU-020223,Salt Lake City Parks Dept,Heather,Barton,epearson@byrd-fox.net,+1-449-374-9979x9052,14865 Kelly Street Apt. 898,Salt Lake City,UT,87389,40.751541,-111.8291,GOVERNMENT,A,ACTIVE,331573.59,212773.59,UR_CUSTOMERS,a69f4a7957c9039dff35bdcd527880ccbf457687ef880e07574903e8ef478507,2026-03-20T07:54:07.190842,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.190843,9999-12-31T00:00:00
CU-020224,Miami City of,Curtis,Shepard,reynoldstravis@owen.com,(331)863-1297x55726,637 Christopher Villages Apt. 899,Miami,FL,77210,25.780917,-80.258309,GOVERNMENT,B,ACTIVE,60546.43,454307.19,UR_CUSTOMERS,fe608ba623a36c1a925b76c70d577d21d87671fc7d57f5f1c435f01e7f772d66,2026-03-20T07:54:07.191078,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.191079,9999-12-31T00:00:00
CU-020225,Myers and Sons,Heidi,Wilson,dawnsmith@simmons.com,321.963.3613,9004 John Spring Apt. 954,Jacksonville,FL,49203,30.335884,-81.585404,MINING,B,ACTIVE,163269.6,226471.56,UR_CUSTOMERS,9a27b6530ab431e5386d5779edbdc86e4837916e48c2bdddb1849c4c3de0b8ae,2026-03-20T07:54:07.191286,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.191287,9999-12-31T00:00:00
CU-020226,Black Engineering,Mason,Walker,pmckee@harper.com,(374)939-2255,92581 Collier Ways Suite 212,New York,NY,93125,40.721869,-74.059,INFRASTRUCTURE,D,ACTIVE,13853.92,459890.92,UR_CUSTOMERS,0ed09050e67601f40882f0df459218b9f74a5b9e2b4a1c646a8e8c442e4abb63,2026-03-20T07:54:07.191540,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.191541,9999-12-31T00:00:00
CU-020227,Lopez Engineering,Lisa,Martinez,mhall@howard-davis.com,001-984-853-1563x0930,096 Cox Turnpike Suite 240,San Francisco,CA,74216,37.765354,-122.493157,CONSTRUCTION,D,ACTIVE,18351.26,447228.34,UR_CUSTOMERS,905bb4d3d6ea1c17ef256b1c913587de577ca4f86a9f8db5670b30c5f5eae574,2026-03-20T07:54:07.191764,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.191765,9999-12-31T00:00:00
CU-020228,Galloway Contracting,Cheryl,Cline,murraycynthia@murphy.biz,(481)313-3973x6707,340 Kevin Run Apt. 241,Minneapolis,MN,90723,44.911763,-93.197245,INFRASTRUCTURE,A,ACTIVE,329406.83,406568.81,UR_CUSTOMERS,a462fe97d752af6120000d00fca2b95d6e9a5a5dbcceff82fc9bfc447e48a9fd,2026-03-20T07:54:07.191971,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.191972,9999-12-31T00:00:00
CU-020229,Jensen Builders,Nichole,Franco,lisabrown@gaines.com,201-481-4442x4842,50947 Bell Course Apt. 861,Newark,NJ,44588,40.73118,-74.115857,CONSTRUCTION,D,ACTIVE,5710.73,96270.13,UR_CUSTOMERS,01bed8e0a84f6f6bd143ed82cd560d60c9e7b277df6a89dc2a8fc465df0b41c8,2026-03-20T07:54:07.192266,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.192267,9999-12-31T00:00:00
CU-020230,St. Louis City of,Robert,Hill,dakota75@oliver.com,270.454.2451,10356 Jensen Falls Apt. 023,St. Louis,MO,63452,38.673947,-90.197012,GOVERNMENT,B,ACTIVE,179393.52,427732.53,UR_CUSTOMERS,901ab93173bdf08019fcc6a72d9306b9cd088d110f80bcae13a3995d4c9c7230,2026-03-20T07:54:07.192429,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.192430,9999-12-31T00:00:00
CU-020231,Reyes Builders,Patrick,Aguilar,xgreene@hudson.com,+1-261-594-1183,42406 Nunez Passage Apt. 463,Portland,OR,26921,45.465592,-122.612553,CONSTRUCTION,C,ACTIVE,84064.62,392296.51,UR_CUSTOMERS,239d1d88d043b43cddfbbd6e18feece7f8c2edd796c1f124f38347d0b0f9b279,2026-03-20T07:54:07.192612,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.192612,9999-12-31T00:00:00
CU-020232,Shaffer Contracting,Emily,Ryan,stephaniescott@watson-crosby.net,(469)840-8654x2438,550 Adams Junctions,Jacksonville,FL,03346,30.30135,-81.731714,CONSTRUCTION,C,INACTIVE,59438.55,462606.27,UR_CUSTOMERS,ddb520f384bfbd8bbce5fa32d798d9f32b44f3166f425e7a54a8d8948a33b7cb,2026-03-20T07:54:07.192831,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.192831,9999-12-31T00:00:00
CU-020233,"Atkins, Martin and Malone",Anita,Berger,chelsea70@hudson.biz,553-259-1765x0471,954 Andrea Motorway,Cincinnati,OH,28323,39.086555,-84.532997,EVENTS,C,ACTIVE,63542.21,249147.64,UR_CUSTOMERS,e763d63285740a0c8de262c4e045381e622651ebe7673743b3a61a230b08392f,2026-03-20T07:54:07.193041,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.193041,9999-12-31T00:00:00
CU-020234,Odom-Stevenson,Cheryl,Morales,bblack@cole-ryan.org,970-361-7069x014,38471 Myers Village,Denver,CO,47489,39.785535,-105.003693,EVENTS,B,ACTIVE,132014.01,82342.73,UR_CUSTOMERS,d4428593fe7c01f9ea256764aa8ea637cd5aae4a9c8ce6613ae0f61ab85b1370,2026-03-20T07:54:07.193266,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.193267,9999-12-31T00:00:00
CU-020235,Barnes Engineering,Jessica,Smith,chase86@parks.info,+1-244-692-3435x96985,56693 Cooper Cape Apt. 428,Raleigh,NC,57469,35.858739,-78.691787,INFRASTRUCTURE,B,ACTIVE,95415.39,142936.63,UR_CUSTOMERS,6f0cc61079864162c62e3ecd2b7c6e0372774ec20c6bf0290be8a04ff4d1dce7,2026-03-20T07:54:07.193436,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.193437,9999-12-31T00:00:00
CU-020236,Ruiz Ltd,Amanda,Jackson,laurie14@richard.com,+1-638-557-6264x81638,063 Hunt Forges Apt. 101,El Paso,TX,19021,31.841305,-106.446878,INDUSTRIAL,D,ACTIVE,10854.08,196487.84,UR_CUSTOMERS,5e626ba64f6857b9ab13d3a638c274dcf80ac58a77003e649239862c1bf765a8,2026-03-20T07:54:07.193605,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.193606,9999-12-31T00:00:00
CU-020237,Dunn-Bennett,Mathew,Rasmussen,aaroncarter@heath.info,558.867.0365x620,4439 Powell Tunnel,Portland,OR,78849,45.48325,-122.75035,EVENTS,C,SUSPENDED,49192.77,47009.33,UR_CUSTOMERS,3ff91bbf94063e4f08fb38b3f05349390539f5c0715f2a67baf42e985594e0e6,2026-03-20T07:54:07.193871,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.193871,9999-12-31T00:00:00
CU-020238,Miami Water District,Nicholas,Rodgers,jessemedina@mccarty.biz,770-973-1744,2626 Sherry Mills Suite 089,Miami,FL,73150,25.69293,-80.164852,GOVERNMENT,A,ACTIVE,162787.64,320221.98,UR_CUSTOMERS,d01233cfa56146c5a8134ffddd9fa856f36ef662980ca33cf413d0d5a83d3fb5,2026-03-20T07:54:07.194079,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.194079,9999-12-31T00:00:00
CU-020239,"Freeman, Simpson and Bowers",Tammy,Trevino,gabrielle34@marquez.com,274.603.7676x874,76751 Carlson Keys,Atlanta,GA,26678,33.779506,-84.459555,EVENTS,A,ACTIVE,396059.95,16372.77,UR_CUSTOMERS,b08cc035f5399c88a68b72d42e2f0efb34b1b2ff8c5c0803c703f6e63e5b8531,2026-03-20T07:54:07.194346,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.194347,9999-12-31T00:00:00
CU-020240,Evans Development,Charles,Webster,deniseclark@chapman.com,001-540-665-6582,3856 Sanchez Falls Apt. 266,San Antonio,TX,04681,29.358878,-98.483839,INFRASTRUCTURE,C,ACTIVE,75803.12,82454.37,UR_CUSTOMERS,541b109bd37a8b8e2990010bdb2f18a78a22fadc89db3754444d99420009c314,2026-03-20T07:54:07.194587,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.194588,9999-12-31T00:00:00
CU-020241,"Sutton, Sexton and Farmer",Michelle,Johnson,kjohnson@miller.com,001-856-711-9989,81583 Cobb Harbor,Houston,TX,53164,29.730321,-95.320954,RESIDENTIAL,A,INACTIVE,152315.54,132148.1,UR_CUSTOMERS,55c36f71dac0f9fbf5bffb7aa682ef66e89b4db4b05a8a60f145c1e536ad1fbc,2026-03-20T07:54:07.194880,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.194881,9999-12-31T00:00:00
CU-020242,TN Gas Co,Ronald,Collins,thomas61@day.com,779-866-6829x052,950 Joshua Expressway Apt. 302,Nashville,TN,75769,36.137746,-86.79191,UTILITY,A,ACTIVE,256228.46,78294.9,UR_CUSTOMERS,abb63c650f4dc0bc233a5785b04bde95166960db5c37984d261230c7d74f46c6,2026-03-20T07:54:07.195068,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.195069,9999-12-31T00:00:00
CU-020243,Bush Energy,Tyler,Odonnell,stewartmary@allen.com,840-251-3186,4733 Jon Street Suite 247,Salt Lake City,UT,39721,40.759449,-111.848282,OIL_AND_GAS,C,ACTIVE,78341.29,454184.66,UR_CUSTOMERS,2b6ce9c703f3c12f550c5d36cb8902ce20a6c55c8787cd736397f912aed4a956,2026-03-20T07:54:07.195306,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.195306,9999-12-31T00:00:00
CU-020244,Carey-Smith,Mark,Baker,smithphyllis@jackson.info,+1-335-518-6647x7413,83025 Gonzalez Manor Suite 815,Charlotte,NC,28031,35.158026,-80.785268,MINING,B,ACTIVE,55562.17,457650.48,UR_CUSTOMERS,5a76d3d1f9d6bdd05dfd42b7d87c39c29b6171db1c0ecc2533687aa4c452e755,2026-03-20T07:54:07.195590,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.195591,9999-12-31T00:00:00
CU-020245,Minneapolis School District,Stephanie,Walls,dana17@guzman.org,7983412865,5923 Sherri Court Apt. 489,Minneapolis,MN,12520,44.931524,-93.299935,GOVERNMENT,A,ACTIVE,241538.28,41283.62,UR_CUSTOMERS,045a9c4b3a2e513294cfd9c28ccb5b7e7c39b8a66455c14f6386779499668e97,2026-03-20T07:54:07.195792,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.195793,9999-12-31T00:00:00
CU-020246,Kelley Pipeline,Jennifer,Williams,haneysusan@fuentes.com,229-324-2195x973,85273 Davis Corners,Hartford,CT,39261,41.797532,-72.616923,OIL_AND_GAS,A,ACTIVE,157836.11,50297.57,UR_CUSTOMERS,14e9cc3cf55c039df1f7df56790c2db64e131afa403507cde09a00a5eb487795,2026-03-20T07:54:07.195986,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.195986,9999-12-31T00:00:00
CU-020247,Cummings Development,Christopher,Wright,nicole55@sweeney.com,303.304.4077,659 Alvarado Island,Columbus,OH,42413,40.004942,-82.940647,CONSTRUCTION,B,SUSPENDED,149533.56,411558.4,UR_CUSTOMERS,8d939b5bfd700a8ad02c2e0bfd275376ff06cb973884ee2fc1e8879cc5307d77,2026-03-20T07:54:07.196150,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.196151,9999-12-31T00:00:00
CU-020248,Bryant Engineering,Judith,Zimmerman,karatorres@wilson-grant.com,+1-691-326-9945x206,61669 Andre Terrace,San Diego,CA,92555,32.644869,-117.158282,INFRASTRUCTURE,A,ACTIVE,325487.82,90607.87,UR_CUSTOMERS,7377d3c8949cf834b66cac7f860c844ea6ae6f58e70f2c61c7cfbbc7c69bcb80,2026-03-20T07:54:07.196364,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.196365,9999-12-31T00:00:00
CU-020249,"Fox, Anderson and Beck",Dennis,Singh,anichols@buckley.info,(962)369-9620x834,59325 Anderson Curve,Atlanta,GA,72756,33.691876,-84.389685,RESIDENTIAL,C,ACTIVE,90971.77,334412.09,UR_CUSTOMERS,8b1741537de13d8646f92c0d5300f55620fb069c70a562b783b0c7ca675688f6,2026-03-20T07:54:07.196659,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.196659,9999-12-31T00:00:00
CU-020250,Burton Builders,Brandon,Harris,anthonychoi@ford.org,424.238.7129x5145,802 Smith Light Apt. 480,Salt Lake City,UT,23242,40.73113,-111.899785,INFRASTRUCTURE,C,ACTIVE,18754.01,363532.9,UR_CUSTOMERS,baba25ad613e59e756e4b5b0e0602387dd6a4d12dbd4952cfad5978ce5264db1,2026-03-20T07:54:07.196914,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.196915,9999-12-31T00:00:00
CU-020251,Moody Construction,Marie,Baker,tlogan@baker-blevins.biz,001-895-809-0418x985,01655 Trujillo Forges Suite 888,Indianapolis,IN,58539,39.768558,-86.085922,CONSTRUCTION,A,ACTIVE,428973.54,135484.66,UR_CUSTOMERS,d1155d8a3ef61a25818701c29be17aa40978edbdcd77a9ad1e7a6ec6ebd16893,2026-03-20T07:54:07.197118,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.197119,9999-12-31T00:00:00
CU-020252,"Beard, Bailey and Terry",Rhonda,Austin,charlesprice@butler.com,001-901-613-8604,99038 Jared Crossing Suite 895,Columbus,OH,96164,40.007072,-82.935376,RESIDENTIAL,B,ACTIVE,104561.54,157334.19,UR_CUSTOMERS,3b819aeeba01315ef65e78fad3a0fda4de735fef159f89fa8007f700b7827066,2026-03-20T07:54:07.197377,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.197377,9999-12-31T00:00:00
CU-020253,Castro Ltd,Ashley,Parker,greenlisa@williams.com,+1-739-551-6730,670 Lin Trace,San Antonio,TX,68274,29.35682,-98.493502,RESIDENTIAL,B,ACTIVE,70918.91,460586.05,UR_CUSTOMERS,d1d42c5e7d8e4706761d89e7eca64ef2f1ed7b4c6286e089f661b4f42bff9167,2026-03-20T07:54:07.197617,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.197618,9999-12-31T00:00:00
CU-020254,Briggs-Rice,Kayla,Davenport,norman29@richardson.net,+1-222-882-8018x32353,8467 Fowler Parkway Apt. 964,Houston,TX,42961,29.829843,-95.370746,RESIDENTIAL,A,ACTIVE,344973.94,241235.56,UR_CUSTOMERS,2971e1222c7e4ac968ff560974fb4e8a1f37b226c6a53ea560d49edde2b79a3e,2026-03-20T07:54:07.197814,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.197815,9999-12-31T00:00:00
CU-020255,"Robinson, Beltran and Gross",Autumn,Guerra,fcook@howard.com,355.359.2897x4874,626 Morris Crest Apt. 997,Columbus,OH,56128,39.945962,-83.021842,MINING,B,ACTIVE,148988.04,250536.85,UR_CUSTOMERS,22d9b114b2b0189a59c66bd3284fc32605fc0e337d076d4d852f64574b392358,2026-03-20T07:54:07.198051,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.198052,9999-12-31T00:00:00
